Prov,,Company name,Company Twitter,,Company Twitter,"Nb. of 
Employees",What do they do (Verbatim - 10 words max.)  ,Link to website,HQ City,HQ Country,CEO name,CEO Twitter,,CEO's Twitter,Link to jobpage
Cty,Old,CarriersEdge,CarriersEdge,twitter.com/,twitter.com/CarriersEdge,11-50,Reimagine driver training,https://www.carriersedge.com/company,"Markham, ON",Canada,Jane Jazrawy,,,https://twitter.com/janejazrawy?lang=en,https://www.carriersedge.com/
Legacy,Old,Cartstack,cartstack,twitter.com/,twitter.com/cartstack,1-10,CartStack is an abandon cart re-marketing service,http://www.cartstack.com/,"St. Paul, MN",USA,Brett Thoreson,brettthoreson,twitter.com/,twitter.com/brettthoreson,https://cartstack.workable.com
Legacy,Old,Casumo,CasumoCasino,twitter.com/,twitter.com/CasumoCasino,51-200,Recognized and award winning online gaming product.,https://www.casumo.com/,Tal-Ibragg,Malta,Oscar Simonsson,OscarSimonsson,twitter.com/,twitter.com/OscarSimonsson,www.casumocareers.com/
Legacy,Old,Catalyze ,catalyzeio,twitter.com/,twitter.com/catalyzeio,11-50,"Cloud computing for healthcare. Compliant platform, mobile backend, and HL7 integrations.",https://catalyze.io/,"Madison, WI",USA,Travis Good,travisjgood,twitter.com/,twitter.com/travisjgood,https://catalyze.io/jobs
Legacy,Old,Cesanta,CesantaHQ,twitter.com/,twitter.com/CesantaHQ,11-50,Developing Internet of Things platform,https://www.cesanta.com/,Dublin,Ireland,Anatoly Lebedev,anatolyl,twitter.com/,twitter.com/anatolyl,https://angel.co/cesanta/jobs
WWR,Old,ChartMogul ,ChartMogul,twitter.com/,twitter.com/ChartMogul,11-50,We’re democratizing analytics!,https://jobs.chartmogul.com/,Berlin,Germany,Nick Franklin,,,https://twitter.com/Nick_Franklin,https://chartmogul.com
MeteorJob,Old,Chaser,chaser_hq,twitter.com/,twitter.com/chaser_hq,1-10,We're on a mission to transform credit control,https://chaserhq.com/jobs,London,UK,David Tuck,,,,chaser.io
Legacy,Old,Chef ,chef,twitter.com/,twitter.com/chef,51-200,"Innovation, speed, collaboration and safety - Chef bakes them all into one DevOps platform.",https://www.chef.io,"Seattle, WA",USA,Barry Crist ,barry_crist,twitter.com/,twitter.com/barry_crist,https://www.chef.io/careers/
Legacy,Old,Chess.com,chesscom,twitter.com/,twitter.com/chesscom,51-200,Online chess,https://www.chess.com,,,Erik Allebest,,,,https://www.chess.com/jobs
,New,Chili Piper,,,twitter.com/chilipiper,11-50,Building the Future of B2B Commerce,https://www.chilipiper.com/,"New York, NY",USA,Nicolas Vandenberghe,,,https://twitter.com/NicolasVDB,
,New,Chromatic,,,twitter.com/ChromaticHQ,1-10,Designers and developers of big websites for recognized brands.,https://chromatichq.com/,"Chicago, IL",USA,Dave Look,,,https://twitter.com/lookatyeti,
,New,Chronos Capital,,,N/A,1-10,Equity Management Software With a Human Touch,http://chroncap.com,"New York, NY",USA,Sanjay Gandhi,,,,
Legacy,Old,Ciao Bambino! ,CiaoBambino,twitter.com/,twitter.com/CiaoBambino,11-50,Global family travel planning resource. ,http://ciaobambino.com/,"Oakland, CA",USA,Amie O'Shaughnessy,,,,
Legacy,Old,CircleCI,circleci,twitter.com/,twitter.com/circleci,11-50,"Ship better code, faster",https://circleci.com/,"San Francisco, CA",USA,Paul Biggar,paulbiggar,twitter.com/,twitter.com/paulbiggar,https://circleci.com/jobs
Legacy,Old,Citrusbyte,citrusbyte,twitter.com/,twitter.com/citrusbyte,51-200,"We define, design & build products",http://citrusbyte.com,"Los Angeles, CA",USA,Will Jessup,wjessup,twitter.com/,twitter.com/wjessup,http://careers.citrusbyte.com/
Legacy,Old,Civic Actions,civicactions,twitter.com/,twitter.com/civicactions,11-50,Passionate civic technologists committed to a better world.,https://civicactions.com/,"Berkeley, CA",USA,Henry Poole,HenryPoole,twitter.com/,twitter.com/HenryPoole,https://civicactions.com/careers
,New,Cladwell,,,N/A,1-10,Make the fashion industry better for humans.,https://cladwell.com/,"Cincinnati, OH",USA,BLAKE SMITH,,,,
WWR,Old,Clerky,clerkyinc,twitter.com/,twitter.com/clerkyinc,1-10,We build software to make legal paperwork easier for startups and attorneys.,https://www.clerky.com/,"Burlingame, CA",USA,Darby Wong,,,https://twitter.com/darbyw,https://www.clerky.com
Legacy,Old,Clevertech,clevertech,twitter.com/,twitter.com/clevertech,51-200,We create beautiful apps for start-ups and entreprise,http://www.clevertech.biz/,"Woodmere, NY",USA,Kuty Shalev,kuty,twitter.com/,twitter.com/kuty,http://hire.clevertech.biz/
,New,ClickFlow,,,N/A,1-10,SaaS product that handles SEO A/B testing for businesses,https://www.clickflow.com/,"Los Angeles, CA",USA,Eric Siu,,,https://twitter.com/ericosiu,
,New,Clio,,,twitter.com/goclio,201-500,Legal practice management software,https://www.clio.com/,"Vancouver, BA",Canada,Jack Newton,,,,
Legacy,Old,Close.io,closeio,twitter.com/,twitter.com/closeio,11-50,Inside sales communication platform of the future.,https://close.io,"Palo Alto, CA",USA,Steli Efti,,,https://twitter.com/steli,https://jobs.lever.co/close.io/
Legacy,Old,Cloudpeeps,cloudpeeps,twitter.com/,twitter.com/cloudpeeps,1-10,CloudPeeps is a freelance marketplace and community platform,https://www.cloudpeeps.com/,"San Francisco, CA",USA,Kate Kendall,KateKendall,twitter.com/,twitter.com/KateKendall,https://www.cloudpeeps.com/jobs
Legacy,Old,Cloudstitch,cloudstitch,twitter.com/,twitter.com/cloudstitch,1-10,Spreadsheet powered web stack.,https://www.cloudstitch.com/,"San Francisco, CA",USA,Jake Lau,,,,https://angel.co/cloudstitch/jobs
Legacy,Old,Clustree,clustree,twitter.com/,twitter.com/clustree,11-50,The Talent Management Intelligence Solution,https://www.clustree.com/,Paris,France,Bénédicte de Raphélis Soissan,benedictedrs,twitter.com/,twitter.com/benedictedrs,https://www.clustree.com/careers
Legacy,Old,Codeable,codeablehq,twitter.com/,twitter.com/codeablehq,11-50,An online outsourcing service for WordPress,https://codeable.io/,Copenhagen,Denmark,Per Esbensen,per_esbensen,twitter.com/,twitter.com/per_esbensen,https://remoteok.io/remote-startups/codeable
Legacy,Old,Codebusters,CodebustersInc,twitter.com/,twitter.com/CodebustersInc,201-500,"helps hospitals and providers get the people they need to capture, code, and bill for their health information.",http://www.codebusters.com/,"Culver City, California ",USA,Vincent Kobayashi,,,,http://codebusters.applytojob.com/apply
Legacy,Old,CodeControl,CodeControl_,twitter.com/,twitter.com/CodeControl_,11-50,"CodeControl works with the top developers, designers and project managers in Europe.",https://codecontrol.io,Berlin,Germany,Marc Philipp Clemens,,,,https://codecontrol.io/join-us
Legacy,Old,Codeship,codeship,twitter.com/,twitter.com/codeship,11-50,Codeship is a hosted Continuous Delivery platform.,https://codeship.com/,Vienna,Austria,Moritz Plassnig,moritzplassnig,twitter.com/,twitter.com/moritzplassnig,https://codeship.com/jobs
Legacy,Old,Cofense,PhishMe,twitter.com/,twitter.com/cofense,201-500,Security Behavior Management,cofense.com,"Leesburg, VA",USA,Rohyt Belani,rohytbelani,twitter.com/,twitter.com/rohytbelani,http://phishme.com/company/careers/
Legacy,Old,Cohesive Networks,cohesiveft,twitter.com/,twitter.com/cohesiveft,51-200,Software Defined Networking Security,http://cohesive.net,"Chicago, IL",USA,Patrick Kerpan,pjktech,twitter.com/,twitter.com/pjktech,https://cohesive.net/about/careers
Legacy,Old,Coinbase,coinbase,twitter.com/,twitter.com/coinbase,51-200,Buy and sell digital currency,https://www.coinbase.com,"San Francisco, CA",USA,Brian Armstrong,brian_armstrong,twitter.com/,twitter.com/brian_armstrong,https://www.coinbase.com/careers
Legacy,Old,Collab. Drug Discovery,CDDVault,twitter.com/,twitter.com/CDDVault,1-10,Modern Drug Discovery Informatics,http://www.collaborativedrug.com,Burlingame CA,USA,Barry A. Bunin,barrybunin,twitter.com/,twitter.com/barrybunin,https://www.collaborativedrug.com/pages/employment
Legacy,Old,CollabNet,CollabNet,twitter.com/,twitter.com/CollabNet,201-500,CollabNet is a developer of software development and application lifecycle management tools ,http://www.collab.net/,"San Francisco, CA",USA,Flint Brenton ,Flint_Brenton,twitter.com/,twitter.com/Flint_Brenton,http://www.collab.net/company/careers
Legacy,Old,Collabora ,CollaboraLtd,twitter.com/,twitter.com/CollaboraLtd,51-200,Collabora - - Open source software-based consulting.,https://www.collabora.com/,Cambridge,UK,Philippe Kalaf,philippe_kalaf,twitter.com/,twitter.com/philippe_kalaf,https://www.collabora.com/about-us/careers.html
Legacy,Old,Collage.com,collagedotcom,twitter.com/,twitter.com/collagedotcom,11-50,"easy-to-use software tools, which make creating custom products easy for everyone. ",https://www.collage.com/,"Brighton, MI",USA,Joe Golden,,,,http://jobs.collage.com/
,New,Comcate Software,,,twitter.com/comcate,51-200,Empowering Communities and Citizens through Technology,http://www.comcate.com/,"Oakland, CA",USA,Brian Roberts,,,,
,New,Commerceblock ,,,twitter.com/commerceblock,1-10,Open-source Blockchain solutions for Real-World Assets & Applications,https://www.commerceblock.com/,London,UK,Nicholas Gregory,,,twitter.com/gregory_nico,
,New,ComplianceMate,,,twitter.com/ComplianceMate,1-10,PaaS building the digital food safety platform of tomorrow,https://compliancemate.com/,"Lawrenceville, GA",USA,Steven Getraer,,,,
Legacy,Old,Compose,composeio,twitter.com/,twitter.com/composeio,11-50,Open source databases as a service,https://www.compose.io/,"San Mateo, CA",USA,Kurt Mackey,mrkurt,twitter.com/,twitter.com/mrkurt,https://www.compose.io/jobs/
StackO Jobs,Old,CompuCorp,teamcompucorp,twitter.com/,twitter.com/teamcompucorp,1-10,"web design, app development and branding for Charities and non-profit organisations",https://www.compucorp.co.uk/jobs,London,UK,Saran Reiner ,,,,https://www.compucorp.co.uk/jobs
WWR,Old,Conferize,Conferize,twitter.com/,twitter.com/Conferize,11-50,The universal event solution,https://www.conferize.com/about,Copenhagen,Denmark,Martin Ferro-Thomsen,,,https://twitter.com/FerroGate,https://www.conferize.com/jobs
,New,Conjura,,,N/A,1-10,Customer analytics,https://conjura.com/,London,UK,Aidan Corbett,,,,
,Old,ConnectCPA,,,twitter.com/Connect_CPA,11-50,Cloud accounting firm working with startups and tech companies,http://www.connectcpa.ca,Toronto,Canada,Lior Zehtser & Mike Pinkus,,,N/A,
Legacy,Old,Continu,continu,twitter.com/,twitter.com/continu,11-50,Continu is beautifully simple Learning Software built for the modern workplace,www.continu.co,"San Francisco, CA",USA,Scott Burguess,,,,
,Old,Continued,,,twitter.com/joincontinued,11-50,Provide an unparalleled online learning experience ,https://www.continued.com,"Houston, TX",USA,Tony Perlak,,,,
,Old,Contrast Security,,,twitter.com/contrastsec,51-200,Automatically detects and fixes vulnerabilities,https://www.contrastsecurity.com/,"Los Altos, CA",USA,Alan P. Naumann,,,,
WWR,Old,ConvertKit LLC,convertkit,twitter.com/,twitter.com/convertkit,11-50,make email easier and more robust for professional bloggers ,https://convertkit.com/about/,"Boise, ID",USA,Nathan Barry,,,https://twitter.com/nathanbarry,https://convertkit.workable.com
Legacy,Old,Conveyal,conveyal,twitter.com/,twitter.com/conveyal,1-10,"Analyze, manage, & understand transport data",http://conveyal.com/,"Washington, DC",USA,Dave Emory,martarider,twitter.com/,twitter.com/martarider,http://conveyal.com/jobs/
Legacy,Old,Copass,WeCopass,twitter.com/,twitter.com/WeCopass,1-10,500+ unique workspaces. One pass.,https://copass.org/,Paris,France,Stefano Borghi,stefano_borghi,twitter.com/,twitter.com/stefano_borghi,https://copass.org/jobs
Legacy,Old,Copyblogger,copyblogger,twitter.com/,twitter.com/copyblogger,51-200,We Power Websites That Work,www.copyblogger.com,"Boulder, CO",USA,Brian Clark,brianclark,twitter.com/,twitter.com/brianclark,
StackO Jobs,Old,CoreData,N/A,twitter.com/,N/A,51-200,Data made easy,https://coredata.eu/index.html,Nicosia,Cyprus,Kunal Kapur,,,,https://coredata.eu/careers.html
Legacy,Old,Corgibytes,corgibytes,twitter.com/,twitter.com/corgibytes,1-10,We love maintaining and improving existing code.,http://corgibytes.com/,"Richmond, VA",USA,Andrea Goulet,andreagoulet,twitter.com/,twitter.com/andreagoulet,http://corgibytes.com/careers/
,New,Comet,,,twitter.com/comet_freelance,51-200,Platform that connects Freelancers to tech & data projects,https://comet.co/,Paris,France,Charles Thomas,,,https://twitter.com/charles_comet,
,new,Cornis,,,twitter.com/cornis_sas,11-50,Automating wind turbines inspections,http://web.cornis.fr,Paris,France,Baptiste Coulange (CTO),,,https://twitter.com/nicotupe,
,New,Coshx,,,twitter.com/coshxlabs,1-10,Full service software development and technical services consultancy,https://coshx.com/,"Charlottesville, VA",USA,Michael Wytock,,,,
Legacy,Old,Countly,gocountly,twitter.com/,twitter.com/gocountly,11-50,Mobile and web analytics & marketing platform,https://count.ly/,London,UK,Onur Alp Soner,oasoner,twitter.com/,twitter.com/oasoner,https://angel.co/countly/jobs
,New,Course Concierge,,,N/A,1-10,We develop online courses for NYT best-selling authors,https://courseconcierge.com/,"Los Angeles, CA",USA,Till H. Gross,,,https://twitter.com/TillHGross,
Legacy,Old,Covenant Eyes,covenanteyes,twitter.com/,twitter.com/covenanteyes,51-200,Internet filtering and accountability,http://www.covenanteyes.com/,"Owosso, MI",USA,Ron DeHaas,,,,http://www.covenanteyes.com/about-covenant-eyes/careers/
,Old,CoverMyMeds,,,twitter.com/CoverMyMeds,,Helping patients get the medication they need to live healthy lives,https://www.covermymeds.com/,"Colombus, OH",USA,Matt Scantland,,,,
Legacy,Old,Cozy Cloud,MyCozyCloud,twitter.com/,twitter.com/MyCozyCloud,11-50,A personal cloud for everyone!,https://cozy.io,Paris,France,Benjamin André,,,,https://angel.co/cozycloud
Legacy,Old,Crive,crivein,twitter.com/,twitter.com/crivein,1-10,Create more than just a portfolio!,http://www.crive.co/,,India,Jay Mistry,enworl,twitter.com/,twitter.com/enworl,https://angel.co/crive/jobs
Legacy,Old,CROmetrics,crometrics,twitter.com/,twitter.com/crometrics,1-10,We help companies grow through data-driven experimentation.,http://www.crometrics.com/,"Ross, CA",USA,Chris Neumann ,cyclin,twitter.com/,twitter.com/cyclin,
Lukasz,Old,Crossover,Crossover4Work,twitter.com/,twitter.com/Crossover4Work,201-500,Crossover teams deliver a 50% improvement at a 50% cost reduction ,https://www.crossover.com/#index,"Austin, TX",USA,Andy Tryba,,,https://twitter.com/andytryba,https://www.crossover.com/#index
Legacy,Old,Crowd Valley,crowdvalley,twitter.com/,twitter.com/crowdvalley,11-50,API for Digital Investing and Lending,https://www.crowdvalley.com/,"San Francisco, CA",USA,Markus Lampinen,njsavestheday,twitter.com/,twitter.com/njsavestheday,https://www.crowdvalley.com/open-positions
Legacy,Old,Crowdstrke,crowdstrike,twitter.com/,twitter.com/crowdstrike,201-500,Cloud-Delivered Next-Gen Endpoint Protection,https://www.crowdstrike.com/,"Irvine, CA",USA,George Kurtz,George_Kurtz,twitter.com/,twitter.com/George_Kurtz,https://www.crowdstrike.com/careers/
Legacy,Old,Cucumber,cucumberbdd,twitter.com/,twitter.com/cucumberbdd,1-10,"Executable Specifications, Test Automation",https://cucumber.io/,,UK,Matt Wynne,,,,
Legacy,Old,Cuddli,cuddliapp,twitter.com/,twitter.com/cuddliapp,1-10,Cuddli is the fastest and safest way for geeks to meet new people.,http://www.cuddli.com/,Croatia/California,USA,Robert Walker,,,,http://www.cuddli.com/#jobs
,Old,Custody x Change,,,twitter.com/custodyxchange,11-50,Tool for Parenting Scheduling,https://www.custodyxchange.com/,Salt Lake City,USA,Ben Coltrin,,,,
,New,Cvedia,,,N/A,1-10,Simulator for machine learning,https://cvedia.com,Amsterdam,The Netherlands,Arjan Wijnveen,,,,
Legacy,Old,Cyanna Education,cyannaes,twitter.com/,twitter.com/cyannaes,11-50,Higher education software,https://cyanna.com,Columbus OH,USA,Chris Eckels,chriscyanna,twitter.com/,twitter.com/chriscyanna,https://cyanna.com/careers/
,New,Daocloud,,,twitter.com/TeamDaoCloud,1-10,Community of wellness enthusiasts and professionals. ,https://www.daocloud.com/,"San Francisco, CA",USA,Max Coleman,,,,
StackO Jobs,Old,DataCite e.V.,datacite,twitter.com/,twitter.com/datacite,1-10,"Locate, identify, and cite research data",https://www.datacite.org/,Hannover,Germany,,,,,https://www.datacite.org/jobopportunities.html
Lukasz,Old,Datadog,datadoghq,twitter.com/,twitter.com/datadoghq,201-500,Easy to use and scalable monitoring systems,https://www.datadoghq.com/jobs-engineering/,"New York, NY ",USA,Olivier Pomel,,,https://twitter.com/oliveur,
WWR,Old,Dataquest,ataquestio,twitter.com/,twitter.com/ataquestio,1-10,We're re-inventing online learning,https://www.dataquest.io/about-us,"San Francisco, CA",USA,Vik Paruchuri,,,https://twitter.com/VikParuchuri,https://dataquest.breezy.hr/
Legacy,Old,DataStax,DataStax,twitter.com/,twitter.com/DataStax,201-500,DataStax does Operational Database Management Systems.,http://www.datastax.com,"Santa Clara, CA",USA,Billy Bosworth,billy_bosworth,twitter.com/,twitter.com/billy_bosworth,http://www.datastax.com/company/careers/search
,New,DBNY,,,twitter.com/dbnyco,1-10,eCommerce consultancy for direct to consumer and B2B brands.,http://dbny.co/,"New York, NY ",USA,Humayun Rashid,,,twitter.com/itshummm,
,New,DCD Automotive Holdings,,,N/A,1-10,DCD Automotive is all about making customers happy,http://dcd.auto/,MA,USA,Daniel Dagesse,,,,
Legacy,Old,DealDash,DealDash,twitter.com/,twitter.com/DealDash,11-50,DealDash is an e-commerce company operating a pay-to-participate auction website,https://www.dealdash.com/,"Minneapolis, MN",USA,Pasi Lohi,williamwolfram,twitter.com/,,https://dealdash.workable.com/
remoteok,Old,Dealer Inspire,DealerInspire,twitter.com/,twitter.com/DealerInspire,11-50,building unprecedented websites and technology to help dealerships sell more,https://www.dealerinspire.com/careers/,"Chicago, IL",USA,Joe Chura,,,https://twitter.com/joechura,https://www.dealerinspire.com/careers/
Legacy,Old,Deekit,deekitapp,twitter.com/,twitter.com/deekitapp,1-10,Work with a real-time whiteboard,http://deekit.com,Tallinn,Estonia,Kaili Kleemeier,kailikleemeier,twitter.com/,twitter.com/kailikleemeier,
Lukasz,Old,Deeson,DeesonAgency,twitter.com/,twitter.com/DeesonAgency,1-10,"Digital agency specialising in Drupal, Symfony and Laravel",https://www.deeson.co.uk/about,"Hackney, London",UK,Tim Deeson,,,https://twitter.com/timdeeson,https://www.deeson.co.uk/about
